Time,Ping,Download,Upload,Tries
"16/06/21 4:06:25 AM",40.071,11.53,5.75,1
"16/06/21 4:06:08 AM",0,0,0,5
"16/06/21 4:06:23 AM",45.85,158.5,5.66,1
"16/06/21 5:06:09 AM",0,0,0,5
"16/06/21 5:06:24 AM",38.64,69.21,5.8,1
"16/06/21 5:06:08 AM",0,0,0,5
"16/06/21 5:06:23 AM",41.757,163.72,5.52,1
"16/06/21 6:06:09 AM",0,0,0,5
"16/06/21 6:06:25 AM",40.736,94.37,5.76,1
"16/06/21 6:06:07 AM",0,0,0,5
"16/06/21 6:06:24 AM",40.813,173.4,5.76,1
"16/06/21 7:06:09 AM",0,0,0,5
"16/06/21 7:06:24 AM",38.848,158.19,5.7,1
"16/06/21 7:06:10 AM",0,0,0,5
"16/06/21 7:06:24 AM",41.487,157.12,5.8,1
"16/06/21 8:06:09 AM",0,0,0,5
"16/06/21 8:06:24 AM",39.94,170.94,5.54,1
"16/06/21 8:06:09 AM",0,0,0,5
"16/06/21 8:06:23 AM",40.077,71.73,5.72,1
"16/06/21 9:06:10 AM",0,0,0,5
"16/06/21 9:06:24 AM",55.401,151.35,5.79,1
"16/06/21 9:06:10 AM",0,0,0,5
"16/06/21 9:06:24 AM",30.155,153.83,5.71,1
"16/06/21 10:06:10 AM",0,0,0,5
"16/06/21 10:06:23 AM",30.738,164.49,5.51,1
"16/06/21 10:06:12 AM",0,0,0,5
"16/06/21 10:06:23 AM",40.913,180.73,6.04,1
"16/06/21 11:06:12 AM",0,0,0,5
"16/06/21 11:06:24 AM",41.892,146.93,5.84,1
"16/06/21 11:06:11 AM",0,0,0,5
"16/06/21 11:06:23 AM",38.28,132.98,5.89,1
"16/06/21 12:06:11 PM",0,0,0,5
"16/06/21 12:06:24 PM",30.229,168.43,6.01,1
"16/06/21 12:06:12 PM",0,0,0,5
"16/06/21 12:06:23 PM",36.563,126.18,5.88,1
"16/06/21 1:06:10 PM",0,0,0,5
"16/06/21 1:06:23 PM",26.318,179.93,6.01,1
"16/06/21 1:06:11 PM",0,0,0,5
"16/06/21 1:06:23 PM",36.635,173.11,5.99,1
"16/06/21 2:06:12 PM",0,0,0,5
"16/06/21 2:06:23 PM",36.048,167.32,5.65,1
"16/06/21 2:06:10 PM",0,0,0,5
"16/06/21 2:06:24 PM",30.316,165.79,5.96,1
"16/06/21 3:06:10 PM",0,0,0,5
"16/06/21 3:06:23 PM",33.465,184.31,6.01,1
"16/06/21 3:06:09 PM",0,0,0,5
"16/06/21 3:06:23 PM",26.458,159.56,5.93,1
"16/06/21 4:06:11 PM",0,0,0,5
"16/06/21 4:06:23 PM",28.397,127.93,5.96,1
"16/06/21 4:06:11 PM",0,0,0,5
"16/06/21 4:06:23 PM",30.699,156.9,5.81,1
"16/06/21 5:06:11 PM",0,0,0,5
"16/06/21 5:06:23 PM",33.938,186.69,6.02,1
"16/06/21 5:06:12 PM",0,0,0,5
"16/06/21 5:06:23 PM",42.947,182.25,5.97,1
"16/06/21 6:06:11 PM",0,0,0,5
"16/06/21 6:06:24 PM",39.58,157.22,5.4,1
"16/06/21 6:06:11 PM",0,0,0,5
"16/06/21 6:06:24 PM",54.478,27.87,5.88,1
"16/06/21 7:06:10 PM",0,0,0,5
"16/06/21 7:06:23 PM",30.482,31.45,5.78,1
"16/06/21 7:06:12 PM",0,0,0,5
"16/06/21 7:06:23 PM",32.929,31.39,5.78,1
"16/06/21 8:06:10 PM",0,0,0,5
"16/06/21 8:06:23 PM",38.393,29.89,6.07,1
"16/06/21 8:06:12 PM",0,0,0,5
"16/06/21 8:06:24 PM",28.538,29.44,5.95,1
"16/06/21 9:06:12 PM",0,0,0,5
"16/06/21 9:06:24 PM",26.919,31.82,5.89,1
"16/06/21 9:06:11 PM",0,0,0,5
"16/06/21 9:06:24 PM",36.983,31.9,5.98,1
"16/06/21 10:06:11 PM",0,0,0,5
"16/06/21 10:06:23 PM",32.492,31.4,5.87,1
"16/06/21 10:06:10 PM",0,0,0,5
"16/06/21 10:06:23 PM",40.796,32.23,5.59,1
"16/06/21 11:06:11 PM",0,0,0,5
"16/06/21 11:06:23 PM",28.227,32.07,5.9,1
"16/06/21 11:06:11 PM",0,0,0,5
"16/06/21 11:06:23 PM",37.95,32.19,5.89,1
"17/06/21 12:06:10 AM",0,0,0,5
"17/06/21 12:06:26 AM",57.413,5.65,5.99,1
"17/06/21 12:06:13 AM",0,0,0,5
"17/06/21 12:06:23 AM",33.776,32.14,6.01,1
"17/06/21 1:06:11 AM",0,0,0,5
"17/06/21 1:06:24 AM",34.49,32.14,5.96,1
"17/06/21 1:06:11 AM",0,0,0,5
"17/06/21 1:06:23 AM",32.134,32.22,6,1
"17/06/21 2:06:12 AM",0,0,0,5
"17/06/21 2:06:24 AM",34.524,32.51,6.22,1
"17/06/21 2:06:12 AM",0,0,0,5
"17/06/21 2:06:24 AM",31.147,31.31,6,1
"17/06/21 3:06:09 AM",0,0,0,5
"17/06/21 3:06:23 AM",44.337,32.45,6.03,1
"17/06/21 3:06:12 AM",0,0,0,5
"17/06/21 3:06:23 AM",33.874,31.89,5.85,1
"17/06/21 4:06:10 AM",0,0,0,5
"17/06/21 4:06:23 AM",29.439,32.15,6.03,1
"17/06/21 4:06:10 AM",0,0,0,5
"17/06/21 4:06:23 AM",27.805,32.22,5.87,1
"17/06/21 5:06:10 AM",0,0,0,5
"17/06/21 5:06:23 AM",27.417,31.42,5.97,1
"17/06/21 5:06:10 AM",0,0,0,5
"17/06/21 5:06:23 AM",36.077,32.3,5.87,1
"17/06/21 6:06:11 AM",0,0,0,5
"17/06/21 6:06:24 AM",36.264,31.56,5.81,1
"17/06/21 6:06:10 AM",0,0,0,5
"17/06/21 6:06:23 AM",27.508,31.86,6.03,1
"17/06/21 7:06:12 AM",0,0,0,5
"17/06/21 7:06:23 AM",39.669,31.73,5.91,1
"17/06/21 7:06:10 AM",0,0,0,5
"17/06/21 7:06:23 AM",26.199,32.16,6.05,1
"17/06/21 8:06:11 AM",0,0,0,5
"17/06/21 8:06:24 AM",38.576,31.55,6.03,1
"17/06/21 8:06:12 AM",0,0,0,5
"17/06/21 8:06:24 AM",51.32,29.71,5.87,1
"17/06/21 9:06:09 AM",0,0,0,5
"17/06/21 9:06:23 AM",29.952,30.44,6,1
"17/06/21 9:06:12 AM",0,0,0,5
"17/06/21 9:06:23 AM",36.837,31.29,5.98,1
"17/06/21 10:06:10 AM",0,0,0,5
"17/06/21 10:06:23 AM",29.867,31.89,5.92,1
"17/06/21 10:06:11 AM",0,0,0,5
"17/06/21 10:06:23 AM",30.772,26.03,5.93,1
"17/06/21 11:06:12 AM",0,0,0,5
"17/06/21 11:06:23 AM",44.282,31.19,5.95,1
"17/06/21 11:06:12 AM",0,0,0,5
"17/06/21 11:06:23 AM",29.825,31.32,5.97,1
"17/06/21 12:06:16 PM",84.664,4,0.84,1
"17/06/21 12:06:44 PM",62.296,3.21,1.81,1
"17/06/21 12:06:38 PM",26.475,71.49,5.67,2
"17/06/21 12:06:25 PM",37.141,7.4,6.02,1
"17/06/21 1:06:11 PM",0,0,0,5
"17/06/21 1:06:23 PM",32.141,168.1,5.86,1
"17/06/21 1:06:14 PM",0,0,0,5
"17/06/21 1:06:23 PM",32.574,95.9,5.74,1
"17/06/21 2:06:12 PM",0,0,0,5
"17/06/21 2:06:23 PM",35.406,161.63,6.04,1
"17/06/21 2:06:10 PM",0,0,0,5
"17/06/21 2:06:24 PM",50.862,132.53,5.9,1
"17/06/21 3:06:13 PM",0,0,0,5
"17/06/21 3:06:25 PM",48.138,118.05,5.95,1
"17/06/21 3:06:10 PM",0,0,0,5
"17/06/21 3:06:23 PM",30.667,133.17,5.99,1
"17/06/21 4:06:11 PM",0,0,0,5
"17/06/21 4:06:24 PM",28.227,147.01,5.83,1
"17/06/21 4:06:12 PM",0,0,0,5
"17/06/21 4:06:24 PM",55.131,136.66,5.21,1
"17/06/21 5:06:09 PM",0,0,0,5
"17/06/21 5:06:24 PM",36.131,170.42,5.93,1
"17/06/21 5:06:11 PM",0,0,0,5
"17/06/21 5:06:27 PM",54.46,138.74,5.91,1
"17/06/21 6:06:11 PM",0,0,0,5
"17/06/21 6:06:24 PM",46.143,153.74,6.02,1
"17/06/21 6:06:11 PM",0,0,0,5
"17/06/21 6:06:25 PM",47.737,134.64,5.82,1
"17/06/21 7:06:09 PM",0,0,0,5
"17/06/21 7:06:24 PM",39.969,184.51,5.89,1
"17/06/21 7:06:10 PM",0,0,0,5
"17/06/21 7:06:23 PM",28.648,161.8,6.02,1
"17/06/21 8:06:11 PM",0,0,0,5
"17/06/21 8:06:25 PM",55.21,149.58,5.87,1
"17/06/21 8:06:10 PM",0,0,0,5
"17/06/21 8:06:24 PM",40.926,187.63,6.02,1
"17/06/21 9:06:10 PM",0,0,0,5
"17/06/21 9:06:24 PM",34.434,173.16,6.13,1
"17/06/21 9:06:12 PM",0,0,0,5
"17/06/21 9:06:23 PM",32.086,177.04,5.94,1
"17/06/21 10:06:13 PM",0,0,0,5
"17/06/21 10:06:23 PM",32.713,168.54,5.81,1
"17/06/21 10:06:12 PM",0,0,0,5
"17/06/21 10:06:24 PM",36.296,137.4,6.04,1
"17/06/21 11:06:11 PM",0,0,0,5
"17/06/21 11:06:23 PM",29.137,122.48,6.02,1
"17/06/21 11:06:09 PM",0,0,0,5
"17/06/21 11:06:24 PM",29.55,188.8,5.85,1
"18/06/21 12:06:10 AM",0,0,0,5
"18/06/21 12:06:00 AM",38.488,120.59,5.87,4
"18/06/21 12:06:09 AM",0,0,0,5
"18/06/21 12:06:23 AM",33.099,160.17,5.97,1
"18/06/21 1:06:11 AM",0,0,0,5
"18/06/21 1:06:23 AM",43.439,167.44,6.01,1
"18/06/21 1:06:10 AM",0,0,0,5
"18/06/21 1:06:23 AM",29.09,168.28,5.9,1
"18/06/21 2:06:43 AM",33.104,6.59,1.35,2
"18/06/21 2:06:24 AM",37.474,174.92,6,1
"18/06/21 2:06:10 AM",0,0,0,5
"18/06/21 2:06:23 AM",34.966,159.83,5.93,1
"18/06/21 3:06:09 AM",0,0,0,5
"18/06/21 3:06:24 AM",28.818,173.04,5.73,1
"18/06/21 3:06:08 AM",0,0,0,5
"18/06/21 3:06:23 AM",27.677,179.61,5.93,1
"18/06/21 4:06:09 AM",0,0,0,5
"18/06/21 4:06:24 AM",28.049,180.29,5.94,1
"18/06/21 4:06:09 AM",0,0,0,5
"18/06/21 4:06:23 AM",27.801,181.89,6.04,1
"18/06/21 5:06:08 AM",0,0,0,5
"18/06/21 5:06:24 AM",29.881,173.25,5.99,1
"18/06/21 5:06:09 AM",0,0,0,5
"18/06/21 5:06:24 AM",35.813,174.97,5.97,1
"18/06/21 6:06:09 AM",0,0,0,5
"18/06/21 6:06:23 AM",30.433,165.34,5.96,1
"18/06/21 6:06:11 AM",0,0,0,5
"18/06/21 6:06:24 AM",30.391,177.37,6,1
"18/06/21 7:06:09 AM",0,0,0,5
"18/06/21 7:06:23 AM",36.016,158.33,6,1
"18/06/21 7:06:12 AM",0,0,0,5
"18/06/21 7:06:25 AM",32.424,164.11,5.9,1
"18/06/21 8:06:11 AM",0,0,0,5
"18/06/21 8:06:24 AM",31.642,168.6,4.25,1
"18/06/21 8:06:12 AM",0,0,0,5
"18/06/21 8:06:23 AM",32.791,164.66,5.93,1
"18/06/21 9:06:48 AM",73.205,187.27,2.7,3
"18/06/21 9:06:25 AM",30.225,173.95,1.06,1
"18/06/21 9:06:13 AM",0,0,0,5
"18/06/21 9:06:32 AM",50.564,6.04,4.68,1
"18/06/21 10:06:11 AM",0,0,0,5
"18/06/21 10:06:23 AM",42.434,20.39,6,1
"18/06/21 10:06:11 AM",0,0,0,5
"18/06/21 10:06:26 AM",60.14,123.36,5.99,1
"18/06/21 11:06:51 AM",67.536,9.55,2.78,2
"18/06/21 11:06:24 AM",44.387,159.33,6.07,1
"18/06/21 11:06:09 AM",0,0,0,5
"18/06/21 11:06:31 AM",33.437,0.81,3.83,1
"18/06/21 12:06:10 PM",0,0,0,5
"18/06/21 12:06:23 PM",35.924,155.73,5.94,1
"18/06/21 12:06:10 PM",0,0,0,5
"18/06/21 12:06:24 PM",31.813,194.9,6,1
"18/06/21 1:06:12 PM",0,0,0,5
"18/06/21 1:06:27 PM",48.857,168.78,5.96,1
"18/06/21 1:06:12 PM",0,0,0,5
"18/06/21 1:06:24 PM",33.72,154.74,5.88,1
"18/06/21 2:06:10 PM",0,0,0,5
"18/06/21 2:06:24 PM",56.436,118.22,6.02,1
"18/06/21 2:06:10 PM",0,0,0,5
"18/06/21 2:06:25 PM",56.663,138,5.79,1
"18/06/21 3:06:10 PM",0,0,0,5
"18/06/21 3:06:24 PM",39.393,96.23,5.94,1
"18/06/21 3:06:11 PM",0,0,0,5
"18/06/21 3:06:25 PM",39.936,146.7,5.24,1
"18/06/21 4:06:10 PM",0,0,0,5
"18/06/21 4:06:24 PM",32.44,87.32,5.92,1
"18/06/21 4:06:11 PM",0,0,0,5
"18/06/21 4:06:24 PM",31.406,143.41,5.98,1
"18/06/21 5:06:10 PM",0,0,0,5
"18/06/21 5:06:24 PM",31.565,122.17,5.45,1
"18/06/21 5:06:09 PM",0,0,0,5
"18/06/21 5:06:23 PM",30.825,160.18,6.07,1
"18/06/21 6:06:12 PM",0,0,0,5
"18/06/21 6:06:27 PM",44.874,52.64,5.71,1
"18/06/21 6:06:10 PM",0,0,0,5
"18/06/21 6:06:24 PM",28.455,158.16,5.43,1
"18/06/21 7:06:09 PM",0,0,0,5
"18/06/21 7:06:24 PM",40.66,155.82,5.74,1
"18/06/21 7:06:12 PM",0,0,0,5
"18/06/21 7:06:23 PM",30.437,174.05,6.03,1
"18/06/21 8:06:10 PM",0,0,0,5
"18/06/21 8:06:23 PM",28.71,165.41,5.84,1
"18/06/21 8:06:11 PM",0,0,0,5
"18/06/21 8:06:23 PM",29.651,119.84,5.97,1
"18/06/21 9:06:11 PM",0,0,0,5
"18/06/21 9:06:24 PM",54.767,140.11,5.81,1
"18/06/21 9:06:09 PM",0,0,0,5
"18/06/21 9:06:24 PM",28.762,181.77,5.92,1
"18/06/21 10:06:11 PM",0,0,0,5
"18/06/21 10:06:24 PM",50.145,134.5,6.2,1
"18/06/21 10:06:10 PM",0,0,0,5
"18/06/21 10:06:24 PM",49.416,126.9,6.18,1
"18/06/21 11:06:11 PM",0,0,0,5
"18/06/21 11:06:30 PM",49.416,8.62,5.95,1
"18/06/21 11:06:11 PM",0,0,0,5
"18/06/21 11:06:23 PM",41.053,151.91,5.9,1
"19/06/21 12:06:13 AM",0,0,0,5
"19/06/21 12:06:23 AM",28.228,172.58,5.95,1
"19/06/21 12:06:14 AM",0,0,0,5
"19/06/21 12:06:23 AM",34.75,173.48,6.05,1
"19/06/21 1:06:09 AM",0,0,0,5
"19/06/21 1:06:24 AM",29.138,151.7,5.95,1
"19/06/21 1:06:10 AM",0,0,0,5
"19/06/21 1:06:23 AM",32.104,160.9,6,1
"19/06/21 2:06:11 AM",0,0,0,5
"19/06/21 2:06:23 AM",34.439,163.12,5.98,1
"19/06/21 2:06:10 AM",0,0,0,5
"19/06/21 2:06:24 AM",36.483,181.64,5.98,1
"19/06/21 3:06:10 AM",0,0,0,5
"19/06/21 3:06:24 AM",34.166,194.36,6.21,1
"19/06/21 3:06:11 AM",0,0,0,5
"19/06/21 3:06:23 AM",32.92,200.75,5.92,1
"19/06/21 4:06:09 AM",0,0,0,5
"19/06/21 4:06:24 AM",33.379,166.17,6,1
"19/06/21 4:06:08 AM",0,0,0,5
"19/06/21 4:06:24 AM",32.097,188.56,5.99,1
"19/06/21 5:06:08 AM",0,0,0,5
"19/06/21 5:06:24 AM",31.087,160.54,6.05,1
"19/06/21 5:06:10 AM",0,0,0,5
"19/06/21 5:06:24 AM",30.459,166.81,5.88,1
"19/06/21 6:06:10 AM",0,0,0,5
"19/06/21 6:06:23 AM",33.488,160.32,5.94,1
"19/06/21 6:06:12 AM",0,0,0,5
"19/06/21 6:06:23 AM",33.798,172.46,5.95,1
"19/06/21 7:06:12 AM",0,0,0,5
"19/06/21 7:06:23 AM",33.377,146.86,5.93,1
"19/06/21 7:06:38 AM",61.894,105.53,5.98,5
"19/06/21 7:06:24 AM",30.029,167.51,5.97,1
"19/06/21 8:06:11 AM",0,0,0,5
"19/06/21 8:06:23 AM",26.531,191.5,6.04,1
"19/06/21 8:06:11 AM",0,0,0,5
"19/06/21 8:06:23 AM",30.66,187.67,5.95,1
"19/06/21 9:06:09 AM",0,0,0,5
"19/06/21 9:06:23 AM",32.932,152.02,6.03,1
"19/06/21 9:06:10 AM",0,0,0,5
"19/06/21 9:06:24 AM",27.291,190.14,6.2,1
"19/06/21 10:06:10 AM",0,0,0,5
"19/06/21 10:06:23 AM",27.811,162.13,5.82,1
"19/06/21 10:06:08 AM",0,0,0,5
"19/06/21 10:06:23 AM",29.481,168.23,5.98,1
"19/06/21 11:06:10 AM",0,0,0,5
"19/06/21 11:06:23 AM",34.392,174.33,5.92,1
"19/06/21 11:06:09 AM",0,0,0,5
"19/06/21 11:06:23 AM",31.725,178.38,5.99,1
"19/06/21 12:06:12 PM",0,0,0,5
"19/06/21 12:06:23 PM",35.456,155.33,5.79,1
"19/06/21 12:06:08 PM",0,0,0,5
"19/06/21 12:06:23 PM",41.201,183.87,5.85,1
"19/06/21 1:06:11 PM",0,0,0,5
"19/06/21 1:06:24 PM",45.137,140.52,5.88,1
"19/06/21 1:06:09 PM",0,0,0,5
"19/06/21 1:06:24 PM",45.808,179.43,5.76,1
"19/06/21 2:06:09 PM",0,0,0,5
"19/06/21 2:06:24 PM",32.97,148.66,6.14,1
"19/06/21 2:06:09 PM",0,0,0,5
"19/06/21 2:06:24 PM",34.029,173.75,5.92,1
"19/06/21 3:06:09 PM",0,0,0,5
"19/06/21 3:06:24 PM",36.352,152.1,5.93,1
"19/06/21 3:06:10 PM",0,0,0,5
"19/06/21 3:06:23 PM",37.4,182.45,6.17,1
"19/06/21 4:06:11 PM",0,0,0,5
"19/06/21 4:06:23 PM",35.158,117.81,5.92,1
"19/06/21 4:06:10 PM",0,0,0,5
"19/06/21 4:06:24 PM",34.943,146.64,6.1,1
"19/06/21 5:06:11 PM",0,0,0,5
"19/06/21 5:06:24 PM",28.515,166.45,5.76,1
"19/06/21 5:06:08 PM",0,0,0,5
"19/06/21 5:06:24 PM",37.553,178.18,5.89,1
"19/06/21 6:06:11 PM",0,0,0,5
"19/06/21 6:06:24 PM",35.167,168.87,6.11,1
"19/06/21 6:06:10 PM",0,0,0,5
"19/06/21 6:06:23 PM",25.798,153.26,5.99,1
"19/06/21 7:06:10 PM",0,0,0,5
"19/06/21 7:06:23 PM",31.626,180.72,5.95,1
"19/06/21 7:06:10 PM",0,0,0,5
"19/06/21 7:06:23 PM",34.583,172.86,6.11,1
"19/06/21 8:06:09 PM",0,0,0,5
"19/06/21 8:06:24 PM",34.146,164.61,5.97,1
"19/06/21 8:06:10 PM",0,0,0,5
"19/06/21 8:06:23 PM",31.982,193.33,5.92,1
"19/06/21 9:06:37 PM",35.245,140.26,5.87,2
"19/06/21 9:06:23 PM",36.904,189.82,5.92,1
"19/06/21 9:06:10 PM",0,0,0,5
"19/06/21 9:06:24 PM",26.437,149.38,5.92,1
"19/06/21 10:06:08 PM",0,0,0,5
"19/06/21 10:06:24 PM",41.583,140.67,6.14,1
"19/06/21 10:06:11 PM",0,0,0,5
"19/06/21 10:06:23 PM",34.781,91.03,5.91,1
"19/06/21 11:06:15 PM",0,0,0,5
"19/06/21 11:06:23 PM",36.404,174.93,6.18,1
"19/06/21 11:06:09 PM",0,0,0,5
"19/06/21 11:06:23 PM",35.494,148.08,6.02,1
"20/06/21 12:06:12 AM",0,0,0,5
"20/06/21 12:06:24 AM",30.245,168.54,5.6,1
"20/06/21 12:06:11 AM",0,0,0,5
"20/06/21 12:06:23 AM",31.963,184.58,6.03,1
"20/06/21 1:06:09 AM",0,0,0,5
"20/06/21 1:06:24 AM",41.1,175.13,6.09,1
"20/06/21 1:06:09 AM",0,0,0,5
"20/06/21 1:06:26 AM",37.994,146.87,5.92,1
"20/06/21 2:06:10 AM",0,0,0,5
"20/06/21 2:06:24 AM",41.35,171.23,6,1
"20/06/21 2:06:09 AM",0,0,0,5
"20/06/21 2:06:24 AM",27.464,189.23,5.99,1
"20/06/21 3:06:10 AM",0,0,0,5
"20/06/21 3:06:24 AM",27.793,164.36,5.98,1
"20/06/21 3:06:09 AM",0,0,0,5
"20/06/21 3:06:23 AM",43.99,134.79,6.17,1
"20/06/21 4:06:12 AM",0,0,0,5
"20/06/21 4:06:23 AM",42.805,148.53,6.19,1
"20/06/21 4:06:09 AM",0,0,0,5
"20/06/21 4:06:24 AM",49.575,173.74,6.1,1
"20/06/21 5:06:11 AM",0,0,0,5
"20/06/21 5:06:23 AM",37.904,156.5,5.96,1
"20/06/21 5:06:10 AM",0,0,0,5
"20/06/21 5:06:23 AM",29.636,165.92,6.07,1
"20/06/21 6:06:09 AM",0,0,0,5
"20/06/21 6:06:23 AM",32.535,178.07,6.15,1
"20/06/21 6:06:10 AM",0,0,0,5
"20/06/21 6:06:23 AM",34.01,164.64,5.88,1
"20/06/21 7:06:10 AM",0,0,0,5
"20/06/21 7:06:23 AM",27.12,179.04,5.87,1
"20/06/21 7:06:10 AM",0,0,0,5
"20/06/21 7:06:23 AM",38.676,38.5,5.77,1
"20/06/21 8:06:11 AM",0,0,0,5
"20/06/21 8:06:23 AM",29.186,174.67,5.95,1
"20/06/21 8:06:11 AM",0,0,0,5
"20/06/21 8:06:23 AM",31.842,164.69,5.93,1
"20/06/21 9:06:09 AM",0,0,0,5
"20/06/21 9:06:23 AM",30.421,158.23,5.82,1
"20/06/21 9:06:12 AM",0,0,0,5
"20/06/21 9:06:23 AM",29.314,169.3,5.94,1
"20/06/21 10:06:09 AM",0,0,0,5
"20/06/21 10:06:24 AM",31.326,162.34,5.59,1
"20/06/21 10:06:09 AM",0,0,0,5
"20/06/21 10:06:24 AM",35.193,179.97,5.96,1
"20/06/21 11:06:10 AM",0,0,0,5
"20/06/21 11:06:23 AM",27.432,159.23,5.97,1
"20/06/21 11:06:11 AM",0,0,0,5
"20/06/21 11:06:23 AM",30.598,146.87,5.91,1
"20/06/21 12:06:10 PM",0,0,0,5
"20/06/21 12:06:24 PM",41.589,170.93,6.02,1
"20/06/21 12:06:10 PM",0,0,0,5
"20/06/21 12:06:23 PM",33.305,188.32,6.07,1
"20/06/21 1:06:10 PM",0,0,0,5
"20/06/21 1:06:23 PM",31.939,175.23,6.01,1
"20/06/21 1:06:11 PM",0,0,0,5
"20/06/21 1:06:23 PM",29.48,158.57,5.73,1
"20/06/21 2:06:10 PM",0,0,0,5
"20/06/21 2:06:24 PM",38.747,164.36,5.77,1
"20/06/21 2:06:12 PM",0,0,0,5
"20/06/21 2:06:24 PM",40.43,149.11,5.67,1
"20/06/21 3:06:11 PM",0,0,0,5
"20/06/21 3:06:24 PM",33.412,164.48,5.95,1
"20/06/21 3:06:11 PM",0,0,0,5
"20/06/21 3:06:24 PM",39.86,184.64,6.13,1
"20/06/21 4:06:12 PM",0,0,0,5
"20/06/21 4:06:23 PM",40.057,145.54,6.04,1
"20/06/21 4:06:12 PM",0,0,0,5
"20/06/21 4:06:24 PM",54.41,133.17,6.18,1
"20/06/21 5:06:14 PM",0,0,0,5
"20/06/21 5:06:23 PM",53.681,31.86,6.1,1
"20/06/21 5:06:13 PM",0,0,0,5
"20/06/21 5:06:23 PM",37.455,29.96,5.96,1
"20/06/21 6:06:10 PM",0,0,0,5
"20/06/21 6:06:24 PM",47.525,31.21,6.08,1
"20/06/21 6:06:12 PM",0,0,0,5
"20/06/21 6:06:32 PM",44.722,31.77,3.47,1
"20/06/21 7:06:11 PM",0,0,0,5
"20/06/21 7:06:24 PM",51.172,31.93,6.25,1
"20/06/21 7:06:44 PM",29.879,30.59,5.97,1
"20/06/21 7:06:24 PM",47.334,32.06,5.96,1
"20/06/21 8:06:46 PM",34.249,29.7,5.4,1
"20/06/21 8:06:24 PM",47.499,26.29,6.02,1
"20/06/21 8:06:45 PM",34.382,25.94,5.69,1
"20/06/21 8:06:24 PM",38.331,22.67,5.82,1
"20/06/21 9:06:44 PM",38.108,25.41,5.69,1
"20/06/21 9:06:23 PM",32.371,22.75,5.88,1
